TE	AfricaFreq	DGRPFreq	Canonical_length	Comeron_cM_mb	midpoint_rate_cM_mb	Distance_to_closest_gene	Divergence_max1	TE_length	TE_class_non-LRT	TE_class_DNA	TE_class_LTR	HRR	HighFreq	Fixed	LowFreq	No_data	HRR_low_freq	HRR_fixed	HRR_only_africa	HRR_no_data_africa	HRR_AF.outAF	HRR_out_of_africa	HF_at_least_3	Asia	Oceania	North_America	Europe	DGRP_private	withFst	Fst1signif	concordantFst	cis_1kbp_pval	cis_1kbp_fdr	cis_5kbp_pval	cis_5kbp_fdr	cis_500bp_pval	cis_500bp_fdr	cis_10kbp_pval	cis_10kbp_fdr	13_TEsGonzalez2008	GarauTop50	EU_sweep	DGRP_sweep
FBti0019050	0	0	5143	2.802946731	3.69	5159	0.0002	4529	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019051	0.015384615	0	9092	4.430464188	3.67	0	0.0004	9093	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019052	0.010638298	0	6995	4.430464188	3.66	5642	0.0005	5600	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019053	0.986486486	NA	7439	2.170023276	3.63	4333	0.0003	6154	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019054	0	0	4708	4.249628915	3.6	0	0.0003	4698	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019055	0.848837209	0.605263158	7521	1.898770366	3.57	9702	0.0003	7604	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019056	0.014705882	0.629807692	2121	1.898770366	3.56	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
FBti0019057	0.007575758	0	5371	6.148399282	3.55	0	0	5371	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019058	0	0	4725	12.20638093	3.51	114	0.0007	4734	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019059	0	0	5143	7.595081466	3.5	0	0	5146	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019060	NA	0	9092	2.079605639	3.46	0	0.0001	9199	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019061	0.578947368	0.24	7318	1.717935093	3.44	0	0.0001	7470	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBti0019062	1	0.989795918	1736	1.717935093	3.43	133	0.0646	543	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
FBti0019064	0	0	4236	2.350858549	3.33	0	0.0012	4237	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019065	0.0390625	0.569105691	2121	2.350858549	3.32	0	0	1456	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
FBti0019066	0.123076923	0.093283582	7318	2.350858549	3.32	0	0	376	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019067	0.015625	0	9092	4.068793642	3.06	6083	0.001	8292	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019068	0.009259259	0	9092	2.712529095	3.02	99	0.0003	9099	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019069	0	0	5519	1.175429274	2.96	0	0	5520	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019070	0.010638298	0	5020	3.435870187	2.8	0	0.0082	353	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019071	0.287878788	0.141791045	2121	1.898770366	2.75	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019072	0	0.007246377	8526	0.994594001	2.73	0	0.0002	5571	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019073	0.029411765	0	5034	0.994594001	2.69	0	0.0002	5029	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019074	1	1	4740	0.723341092	2.67	0	NA	216	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019075	0	0	5020	1.356264547	2.6	0	0	275	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019076	0	0	7480	0.723341092	2.54	0	0.0035	445	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019077	0.060606061	0	5034	2.893364368	2.44	0	0.0341	3241	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019079	0.047619048	0.229007634	5142	1.265846911	2.26	0	0	474	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBti0019080	0.087301587	0	5249	1.627517457	2.14	917	0	5254	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019081	0.083333333	0.756	2844	1.175429274	2.08	0	0.0007	1464	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FBti0019082	1	0.914285714	5171	2.531693822	1.97	17	0.0728	1907	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019083	NA	0	9092	1.446682184	1.88	0	0.0004	8605	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019084	0.13559322	0	4725	1.356264547	1.83	0	0.0002	4729	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019085	1	1	5484	0.994594001	1.81	14768	0.1686	1170	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019086	0.008064516	0	7567	0.994594001	1.79	0	0.0001	6862	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019087	0.03030303	0	2121	6.510069828	1.66	0	0	186	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019088	0.694444444	0.285714286	7411	2.079605639	1.63	0	0.0016	7461	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019089	0	0	5020	2.079605639	1.61	271	0	502	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019090	1	1	1666	2.350858549	1.49	70	0.0365	1624	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019091	0.015873016	0.100746269	1736	3.61670546	1.48	0	0.2153	1731	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019092	0.007575758	0	5020	0	0	0	0.0006	5046	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019093	1	1	4740	0	0	0	0.0124	621	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019095	1	1	5370	0	0	0	0.0487	120	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019096	0.0234375	0	7410	0.234550139	0	0	0.0004	7443	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019098	0.007692308	0	9092	1.407300831	2.86	0	0.0004	8982	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019099	0.015384615	0	1728	1.055475623	2.88	271	0.0006	1728	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019100	0.00862069	0	9092	3.049151801	2.96	3387	0.0005	7578	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019101	0	0	9092	3.400977009	2.97	2562	0.0003	9037	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019102	0.030769231	0	7410	3.635527148	3.04	0	0.0003	7409	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019103	0.03968254	0	7469	1.759126039	3.07	5211	0	482	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019104	0.022727273	0	4708	2.462776455	3.16	0	0.0007	2810	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019105	0.666666667	0.013157895	5020	2.931876732	3.17	80	0	249	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019106	0.045454545	0	7410	2.931876732	3.19	0	0.0001	7408	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019107	0.015625	0	5519	2.228226316	3.2	0	0	268	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019109	0.098039216	0	7521	1.64185097	3.32	2290	0.0001	7607	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019110	0.009803922	0	5143	3.635527148	3.37	860	0.0008	5147	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019111	0	0	5371	2.580051524	3.46	2037	0	1768	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019112	0.097826087	0.555555556	2121	0.938200554	3.53	0	0.0001	2122	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
FBti0019113	0.038461538	0	5143	1.055475623	3.56	0	0	5145	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019114	0	0	7480	2.345501386	3.59	350	0.0007	7372	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019115	0.019607843	0	7546	2.345501386	3.6	1915	0	7510	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019116	0.071428571	0	2121	2.345501386	3.63	157	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019117	0	0	5143	1.876401108	3.69	0	0.0002	5145	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019118	0	0.020618557	4236	6.684678949	3.76	0	0.0007	2759	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019120	0	0	7480	1.759126039	3.84	0	0.0013	7384	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019121	0.09375	0	7521	1.759126039	3.85	8988	0	7527	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019122	NA	0	5020	6.332853741	3.89	0	0.0008	5009	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019123	0.043478261	0	2121	6.332853741	3.89	430	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019124	1	1	1735	6.332853741	3.89	0	0.0887	207	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019125	NA	0	4725	1.876401108	3.93	601	0.0008	2316	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019126	0.009803922	0	9092	1.524575901	3.97	0	0.0002	8950	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019127	1	1	1736	1.290025762	3.99	0	0.1343	509	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019128	0.085365854	0	6411	3.049151801	4	1813	0.000001	2865	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019129	0	0	6112	3.518252078	4.01	0	0	6133	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019130	0.025641026	0	7062	1.876401108	4.01	0	0.000052	7062	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019131	0.009803922	0	9092	2.462776455	4.01	0	0.0006	7058	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019132	0.4	0	6411	2.580051524	4.01	0	0	2379	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019133	0.12962963	0.507936508	5142	2.580051524	4.01	275	0.0216	131	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FBti0019134	0.011111111	0.138392857	2121	8.678355127	3.99	0	0	1356	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019135	0.195652174	0	6995	8.678355127	3.99	0	0	6917	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019138	0.019607843	0	9092	2.345501386	3.95	0	0.0002	9113	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019139	0.009803922	0	8526	1.407300831	3.93	0	0.001	8321	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019140	0	0	9092	1.524575901	3.9	519	0	7452	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019141	0.037037037	0	4725	2.462776455	3.88	0	0	4720	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019142	0	0	5020	0.117275069	3.85	0	0.0003	2909	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019143	0	0	7062	1.524575901	3.76	2829	0.0001	7062	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019144	0.364583333	0.6	5171	9.499280611	3.73	0	0	5171	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019145	0	0	7410	9.499280611	3.73	0	0	7413	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019146	0.049019608	0	7521	3.870077286	3.65	0	0.0004	7605	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019147	0	0.081967213	5171	2.697326593	3.59	0	0	1547	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
FBti0019148	0.009803922	0	9092	2.931876732	3.57	0	0	9157	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019149	1	NA	3102	2.345501386	3.48	1285	0.0014	2366	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019150	0	0.005208333	7345	0.938200554	3.43	658	0	7345	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019151	0	0	5143	0.938200554	3.42	1726	0	5146	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019152	0.009803922	0	7410	1.407300831	3.38	314	0.0001	7411	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019153	NA	1	4740	1.993676178	3.33	0	0	2862	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019154	0	0	7062	5.160103048	3.13	5226	0.0009	7072	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019155	0.153061224	0.009090909	2121	3.049151801	3.08	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019156	0.03	0	4708	3.049151801	3.07	0	0.0009	4694	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019157	0	0	4725	3.049151801	3.07	0	0.0002	4719	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019158	0.023809524	0.1	5142	3.049151801	3.06	0	0.0049	145	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019159	0.382352941	0.025510204	7387	3.049151801	3.06	13093	0.0008	7387	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019160	0	0	4708	3.049151801	3.05	12368	0.001	3613	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019161	0	0	2959	1.993676178	3.03	19858	0	1406	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019162	0.019607843	0	2959	1.993676178	3.02	17049	0	1406	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019163	0	0	7410	1.290025762	3.01	1565	0	7410	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019164	0.03125	0.476415094	4740	2.931876732	2.97	0	0	181	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019165	0	0.536697248	5142	0.938200554	2.9	0	0.0021	2327	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019166	0	0	4725	1.876401108	2.84	0	0.0002	4736	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019167	0.22	0.02	7387	1.876401108	2.82	0	0.0003	7379	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0
FBti0019168	0	0.009259259	5020	1.876401108	2.81	0	0.0019	542	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
FBti0019169	0.077777778	0	5249	3.635527148	2.8	0	0	5249	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBti0019170	NA	NA	4708	3.635527148	2.78	0	0.0003	4696	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBti0019171	1	1	3102	3.635527148	2.77	0	0.0079	1152	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019172	0.015151515	0	4725	3.987352355	2.7	0	0.0009	1047	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019173	0.015384615	0	9092	2.228226316	2.67	0	0.0008	9092	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019174	1	1	5020	3.752802217	2.35	0	0	362	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019175	NA	0	9092	3.752802217	2.34	0	0.0002	9105	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019176	0	0.050724638	5143	1.64185097	2.27	642	0.0002	5145	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0
FBti0019177	0	0.161764706	5020	1.64185097	2.23	4612	0	364	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FBti0019178	0.492307692	0.055555556	7521	1.172750693	2.18	0	0	7525	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019179	0.015151515	0	7410	1.524575901	1.97	3792	0.0004	7412	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019180	1	1	7345	0.234550139	1.78	3973	0.0029	2373	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019182	0.046875	0	2959	0.820925485	1.71	0	0	1406	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019183	0.009090909	0.008130081	5143	0.703650416	1.62	5014	0.0012	5149	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019184	0.18627451	0.040816327	6995	0.703650416	1.61	5044	0.0007	6997	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019185	0.008928571	0	7062	3.870077286	1.42	0	0	7057	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019186	0.022727273	0	4725	5.629203325	1.17	2587	0.0019	4723	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
