TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_00409	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00410	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00411	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00412	1	0	0	0	1	1	0	0	0	0	0	0	0	1
TE_00413	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00414	1	1	0	0	0	0	0	0	1	1	1	0	1	0
TE_00415	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00416	1	0	0	0	1	1	0	1	1	0	1	1	1	1
TE_00417	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00418	1	0	0	1	0	1	0	0	1	1	1	1	1	1
TE_00419	1	1	0	1	0	1	1	1	1	1	0	1	1	1
TE_00420	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00421	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00422	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00423	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00424	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00425	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00426	1	1	1	1	0	1	0	0	0	1	1	1	1	0
TE_00427	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00428	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00429	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00430	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00431	1	0	0	0	0	1	0	1	0	0	0	1	0	0
TE_00432	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_00433	1	1	0	0	0	0	1	1	0	1	1	1	0	1
TE_00434	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00435	1	1	0	1	1	1	0	1	1	1	1	1	1	1
TE_00436	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00437	1	0	1	1	0	1	1	1	0	1	0	1	1	1
TE_00438	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00439	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00440	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00441	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00442	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00443	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00444	1	1	1	1	0	0	1	1	1	1	0	0	0	1
TE_00445	1	1	1	1	0	0	1	1	1	1	1	1	0	1
TE_00446	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00447	1	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_00448	1	1	1	0	0	0	0	0	1	1	0	0	0	0
TE_00449	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00450	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00451	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00452	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00453	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00454	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00455	1	0	1	1	1	0	1	1	1	1	1	1	0	1
TE_00456	1	0	0	1	1	1	1	1	1	1	0	1	1	1
TE_00457	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TE_00458	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00459	1	1	0	1	1	1	1	1	1	1	1	0	1	1
TE_00460	1	0	0	1	0	1	1	1	1	1	0	1	1	1
TE_00461	1	0	0	1	0	1	1	1	1	0	1	0	1	0
TE_00462	1	1	1	0	0	0	1	1	1	1	1	1	0	1
TE_00463	1	1	1	1	0	1	1	0	1	1	1	1	1	1
TE_00464	1	1	0	0	1	1	0	1	1	1	1	1	1	1
TE_00465	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00466	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00467	1	0	1	1	1	0	1	1	1	1	1	0	1	1
TE_00468	1	0	0	0	1	0	1	1	0	1	1	0	1	1
TE_00469	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00470	1	0	1	1	1	1	1	1	1	1	1	1	1	1
TE_00471	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00472	1	1	1	1	1	1	1	1	1	0	1	1	1	1
TE_00473	1	1	1	1	1	1	1	1	1	0	1	1	1	1
TE_00474	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00475	1	1	1	1	1	1	1	1	1	1	1	0	1	1
TE_00476	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00477	1	1	1	0	1	1	1	1	1	1	1	1	1	1
TE_00478	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00479	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00480	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00481	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00482	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00483	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00484	1	1	1	0	1	1	1	0	0	0	1	1	1	0
TE_00485	1	1	1	1	1	1	1	0	0	0	1	1	1	1
TE_00486	1	1	1	1	1	1	1	1	0	0	1	1	0	1
TE_00487	1	0	1	0	1	1	0	1	0	0	0	1	0	1
TE_00488	1	1	0	1	1	0	1	1	0	0	0	1	0	0
TE_00489	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00490	1	1	1	1	1	1	0	1	1	0	1	1	1	1
TE_00491	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00492	1	1	0	1	1	1	1	1	1	1	1	0	1	1
TE_00493	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00494	1	0	0	1	0	1	1	1	1	0	1	0	1	1
TE_00495	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00496	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00497	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00498	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00499	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00500	1	1	0	1	1	1	0	0	1	1	0	1	1	1
TE_00501	1	1	0	1	1	1	0	1	1	1	1	1	1	1
TE_00502	1	1	0	0	0	0	1	1	1	1	1	0	1	1
TE_00503	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00504	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00505	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TE_00506	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TE_00507	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00508	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TE_00509	1	1	1	0	1	1	0	0	1	0	1	1	0	0
TE_00510	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TE_00511	1	1	1	1	0	1	1	1	0	1	1	1	1	1
TE_00512	1	0	0	1	1	0	0	1	0	0	0	0	1	1
TE_00513	1	0	0	0	0	0	0	0	0	0	1	0	0	0
TE_00514	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00515	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00516	1	1	1	1	0	1	1	1	1	1	0	1	1	1
TE_00517	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00518	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00519	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00520	1	1	0	1	1	1	1	1	1	0	0	1	1	1
TE_00521	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00522	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00523	1	1	1	0	0	1	0	0	0	1	1	0	1	0
TE_00524	1	1	0	0	0	1	0	0	0	0	0	0	0	0
TE_00525	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00526	1	1	1	0	0	1	0	1	0	1	0	0	0	0
TE_00527	1	1	1	1	1	1	1	1	1	1	1	0	1	1
TE_00528	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_00529	1	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_00530	1	1	1	1	1	1	1	0	1	1	1	0	1	1
TE_00531	1	0	0	1	1	1	1	0	1	1	1	0	1	1
TE_00532	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00533	1	0	0	1	1	1	1	1	1	0	1	1	1	1
TE_00534	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00535	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00536	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00537	1	1	1	1	1	1	0	1	1	1	1	1	1	1
TE_00538	1	1	1	0	1	1	1	0	1	1	1	1	1	1
TE_00539	1	1	1	1	0	1	1	1	1	0	1	1	1	1
TE_00540	1	0	0	0	0	0	0	1	1	0	0	0	0	0
TE_00541	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00542	1	0	0	1	1	1	1	1	0	1	1	1	1	1
TE_00543	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00544	1	0	1	1	0	1	1	0	0	0	1	1	1	0
TE_00545	1	1	1	0	0	1	0	1	1	0	1	1	0	1
TE_00546	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00547	1	0	1	1	1	1	1	1	0	1	1	1	1	1
TE_00548	1	1	1	1	0	1	1	1	0	1	1	1	1	1
TE_00549	1	0	0	1	1	1	1	1	0	1	1	1	1	0
TE_00550	1	0	1	1	1	0	1	0	1	1	1	1	1	1
TE_00551	1	1	0	1	0	1	1	1	1	1	1	0	1	1
TE_00552	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00553	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00554	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00555	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00556	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TE_00557	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00558	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00559	1	0	1	1	1	1	1	1	1	1	1	1	1	0
TE_00560	1	1	0	1	1	1	1	1	1	1	1	0	1	1
TE_00561	1	1	0	0	0	1	1	1	1	0	1	1	1	1
TE_00562	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00563	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00564	1	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_00565	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00566	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00567	1	0	0	0	1	1	1	1	0	0	1	1	1	1
TE_00568	1	1	1	1	1	1	0	1	1	1	1	1	1	0
TE_00569	1	0	1	0	1	0	1	0	0	1	0	0	1	1
TE_00570	1	0	0	1	0	1	1	0	1	1	0	1	0	1
TE_00571	1	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_00572	1	0	0	0	0	0	1	0	0	0	1	0	0	0
TE_00573	1	1	0	0	0	1	1	1	1	1	0	1	0	0
TE_00574	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00575	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00576	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00577	1	0	0	0	0	1	0	0	0	1	0	0	0	0
TE_00578	1	1	1	0	1	0	1	0	0	1	1	1	0	0
TE_00579	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00580	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TE_00581	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00582	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00583	1	1	1	1	1	0	1	1	1	1	1	1	1	1
TE_00584	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00585	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00586	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00587	1	0	1	1	1	1	1	1	1	1	1	1	0	0
TE_00588	1	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_00589	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00590	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00591	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00592	1	1	1	1	1	1	0	1	1	1	1	1	1	1
TE_00593	1	1	1	1	1	1	0	1	1	1	1	1	1	1
TE_00594	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00595	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00596	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00597	1	0	1	0	1	1	1	1	0	1	1	1	1	1
TE_00598	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00599	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00600	1	1	1	0	1	1	1	1	1	1	1	1	1	1
TE_00601	1	0	1	1	0	0	1	1	1	1	0	0	0	1
TE_00602	1	0	0	0	0	0	0	0	0	0	0	1	0	0
TE_00603	1	1	0	0	0	1	0	0	0	1	0	0	0	0
TE_00604	1	0	0	0	0	0	1	0	0	0	1	1	1	1
TE_00605	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00606	1	1	1	1	0	1	1	1	1	1	0	1	1	1
TE_00607	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00608	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00609	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00610	1	1	0	0	0	0	1	1	1	0	1	0	0	1
TE_00611	1	1	1	1	1	1	1	1	0	1	1	0	0	0
TE_00612	1	0	0	1	1	1	1	1	1	0	1	1	1	0
TE_00613	1	0	0	1	1	1	1	1	1	1	1	1	1	0
TE_00614	1	0	0	1	1	1	1	1	1	0	1	1	1	0
TE_00615	1	1	0	1	1	0	1	1	1	0	0	1	0	0
TE_00616	1	0	0	1	0	0	1	0	1	0	0	1	0	0
TE_00617	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00618	1	1	1	1	1	1	0	1	0	1	1	0	1	1
TE_00619	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00620	1	1	0	1	1	1	1	1	1	1	1	1	1	1
TE_00621	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TE_00622	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00623	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00624	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00625	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00626	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00627	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00628	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00629	1	0	0	1	0	0	0	1	0	0	0	1	0	0
TE_00630	1	1	0	1	0	1	1	1	0	0	0	1	0	0
TE_00631	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00632	1	0	0	1	0	1	0	0	0	0	0	0	1	0
TE_00633	1	1	1	1	1	1	1	1	1	0	0	1	1	1
TE_00634	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00635	1	1	1	1	0	1	1	0	1	1	0	1	1	0
TE_00636	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00637	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00638	1	0	0	1	0	0	0	1	0	0	0	1	1	1
TE_00639	1	0	0	1	1	1	0	1	1	1	1	1	1	1
TE_00640	1	1	0	1	1	1	1	1	0	0	1	1	1	1
TE_00641	1	0	0	0	0	1	1	0	0	0	0	0	1	1
TE_00642	1	1	0	1	0	0	1	0	0	0	1	1	0	0
TE_00643	1	1	0	0	0	0	0	0	0	0	0	1	0	0
TE_00644	1	0	0	0	0	0	0	0	1	0	0	1	1	1
TE_00645	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00646	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00647	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00648	1	0	0	0	1	0	0	0	1	0	0	1	1	1
TE_00649	1	1	1	1	1	1	1	0	1	0	1	1	1	1
TE_00650	1	1	1	1	1	1	1	1	1	1	0	1	1	1
TE_00651	1	1	1	1	1	1	0	1	1	1	1	1	1	0
TE_00652	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00653	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00654	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00655	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00656	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00657	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00658	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00659	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00660	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00661	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00662	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00663	1	0	0	0	0	0	0	0	0	1	0	0	0	0
TE_00664	1	1	0	1	1	1	1	1	1	0	1	1	1	0
TE_00665	1	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_00666	1	0	0	0	0	0	0	0	1	0	0	0	1	0
TE_00667	1	0	0	0	0	1	0	0	1	0	0	1	0	0
TE_00668	1	1	1	1	0	0	1	1	0	1	0	0	1	1
TE_00669	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00670	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00671	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00672	1	1	0	1	1	0	1	1	1	0	0	0	0	1
TE_00673	1	1	1	1	1	0	0	1	1	1	1	0	0	1
TE_00674	1	0	0	1	1	0	0	0	0	0	0	1	0	0
TE_00675	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00676	1	1	1	1	1	1	0	1	1	1	1	1	0	1
TE_00677	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00678	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00679	1	1	1	1	1	1	1	1	1	0	1	1	1	1
TE_00680	1	1	0	1	1	0	1	0	0	1	1	1	1	0
TE_00681	1	1	1	1	1	1	1	1	1	1	1	0	0	1
TE_00682	1	0	1	1	1	0	1	1	0	0	0	0	1	0
TE_00683	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00684	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00685	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00686	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00687	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00688	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00689	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00690	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00691	1	0	0	1	0	0	1	0	0	0	1	0	0	0
TE_00692	1	1	1	1	0	0	1	0	1	1	1	1	0	0
TE_00693	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00694	1	1	1	0	1	1	1	1	1	1	1	1	1	1
TE_00695	1	1	0	0	1	1	1	1	0	1	0	1	0	1
TE_00696	1	0	1	1	1	1	1	1	1	0	0	1	1	1
TE_00697	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00698	1	0	1	0	1	0	0	1	0	0	0	1	1	1
TE_00699	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00700	1	1	1	1	1	1	1	1	1	1	1	0	1	1
TE_00701	1	1	0	1	1	0	1	1	1	1	1	1	0	1
TE_00702	1	1	1	1	0	1	1	1	1	1	1	1	1	1
TE_00703	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00704	1	1	0	0	0	1	1	0	1	0	1	1	1	0
TE_00705	1	1	1	1	1	1	1	0	1	1	1	1	0	0
TE_00706	1	1	1	1	0	1	0	1	0	0	1	0	1	1
TE_00707	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00708	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00709	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00710	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00711	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00712	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00713	1	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_00714	1	0	0	0	0	0	0	0	0	0	1	0	0	0
TE_00715	1	0	0	0	0	0	1	0	0	0	0	0	0	0
TE_00716	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00717	1	0	1	1	1	1	1	1	1	1	1	1	0	1
TE_00718	1	1	0	0	1	1	1	1	1	1	1	1	0	0
TE_00719	1	1	1	1	1	1	1	1	1	0	1	0	1	1
TE_00720	1	0	0	0	0	0	0	1	0	0	1	0	0	1
TE_00721	1	0	0	0	0	0	0	0	0	1	0	0	0	1
TE_00722	1	0	1	1	1	1	1	1	1	1	1	0	1	1
TE_00723	1	1	1	0	1	1	1	1	1	1	1	0	1	1
TE_00724	1	1	1	0	0	0	0	0	0	0	1	0	1	0
TE_00725	1	0	1	0	1	0	1	0	0	1	0	0	0	1
TE_00726	1	1	1	0	1	1	1	1	1	1	1	1	1	1
TE_00727	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00728	1	1	0	1	1	0	0	0	0	0	1	1	1	1
TE_00729	1	0	0	0	0	1	0	0	0	0	0	0	0	1
TE_00730	1	1	0	0	0	1	1	1	0	1	0	1	0	1
TE_00731	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00732	1	1	1	1	0	0	0	1	1	1	1	1	1	1
TE_00733	1	1	0	1	1	0	1	1	1	1	0	1	1	1
TE_00734	1	1	1	1	1	0	1	1	1	1	1	1	1	1
TE_00735	1	0	0	0	1	1	1	0	1	0	1	1	0	1
TE_00736	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00737	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00738	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00739	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TE_00740	1	0	0	1	1	0	0	1	0	0	1	1	1	0
TE_00741	1	0	0	1	1	0	0	1	0	0	1	1	1	0
TE_00742	1	0	1	1	1	0	1	0	0	0	0	1	0	0
TE_00743	1	0	1	1	1	1	0	0	1	1	0	1	0	0
TE_00744	1	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_00745	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TE_00746	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TE_00747	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00748	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00749	1	0	0	0	0	1	0	1	1	0	0	1	1	0
TE_00750	1	0	0	0	0	1	0	0	0	0	0	1	0	0
TE_00751	1	0	0	0	0	0	0	1	0	1	0	0	0	0
TE_00752	1	1	0	0	0	0	1	1	0	1	0	0	0	0
TE_00753	1	1	0	0	0	0	1	0	0	1	1	0	0	0
TE_00754	1	0	0	0	0	0	1	1	0	1	0	0	0	0
TE_00755	1	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_00756	1	1	0	0	1	1	1	0	1	1	1	1	1	0
TE_00757	1	1	1	0	1	1	1	0	0	1	1	1	1	0
TE_00758	1	0	0	0	1	1	0	1	1	1	0	1	1	0
TE_00759	1	0	0	1	1	0	0	1	0	0	1	1	1	0
TE_00760	1	1	1	1	0	1	1	0	1	1	1	1	1	1
TE_00761	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00762	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00763	1	0	0	1	1	0	0	1	0	0	1	1	1	0
TE_00764	1	1	1	1	1	1	1	0	1	1	1	1	1	1
TE_00765	1	1	1	1	0	0	0	0	1	1	0	1	0	1
TE_00766	1	0	1	1	0	0	1	0	1	0	0	0	0	1
TE_00767	1	1	1	1	1	1	1	1	1	0	1	1	1	1
TE_00768	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00769	1	0	1	1	0	1	1	0	1	1	0	1	0	1
TE_00770	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00771	1	0	0	0	1	0	0	0	0	0	0	1	0	1
TE_00772	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00773	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00774	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00775	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00776	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00777	1	0	0	0	0	1	0	0	0	0	0	1	0	0
TE_00778	1	0	0	0	1	1	0	0	0	0	0	1	0	0
TE_00779	1	1	0	1	1	1	0	0	1	1	1	1	1	0
TE_00780	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00781	1	1	0	0	0	0	1	1	0	1	0	0	0	0
TE_00782	1	1	0	0	0	0	1	0	1	0	0	1	0	0
TE_00783	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00784	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TE_00785	1	1	0	1	1	1	1	0	0	1	0	0	0	1
TE_00786	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00787	1	0	0	0	0	1	0	0	0	0	1	0	0	0
TE_00788	1	1	1	1	1	1	1	1	1	1	1	1	0	1
TE_00789	1	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_00790	1	1	1	1	1	1	1	1	0	1	1	0	1	1
TE_00791	1	1	1	1	1	1	1	1	0	1	1	0	1	1
TE_00792	1	1	1	0	0	0	0	0	1	0	0	0	0	1
TE_00793	1	1	1	1	0	1	0	1	1	0	0	0	1	1
TE_00794	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00795	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00796	1	1	1	1	0	0	1	1	1	1	1	1	1	1
TE_00797	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00798	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00799	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00800	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00801	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TE_00802	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00803	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00804	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00805	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00806	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00807	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00808	1	1	1	1	1	1	0	0	0	0	1	1	1	1
TE_00809	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TE_00810	1	1	1	1	1	1	1	1	1	1	1	0	1	1
TE_00811	1	1	0	1	1	1	1	0	0	1	1	0	1	1
TE_00812	1	0	0	1	1	1	1	0	0	1	1	1	1	0
TE_00813	1	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_00814	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00815	1	1	0	0	0	0	0	0	0	0	0	1	1	0
TE_00816	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00817	1	0	1	1	0	1	0	0	0	0	1	0	1	1
TE_00818	1	1	1	1	1	1	1	1	0	1	1	0	1	1
