TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM	Length	Family
TE_00315	1	0	1	1	1	1	1	1	1	1	1	1	1	1	275.2307692307692	Dvir-TART
TE_00316	1	1	0	0	0	1	0	0	0	1	0	0	0	0	85.75	Dvir-TART
TE_00317	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2865.0	Stalker4
TE_00318	1	1	1	1	0	1	1	0	0	1	0	1	1	1	33.0	UnknownFamily
TE_00319	1	0	0	1	1	1	1	0	1	1	1	1	1	0	56.0	gypsy4
TE_00320	1	0	0	1	0	0	0	0	0	0	0	0	0	1	112.66666666666667	UnknownFamily
TE_00321	1	1	1	1	1	1	1	1	1	1	0	1	1	1	390.84615384615387	UnknownFamily
TE_00322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1913.0	H
TE_00323	1	1	0	1	1	0	1	1	1	1	1	1	1	1	48.833333333333336	invader4
TE_00324	1	0	1	1	1	1	0	0	1	1	1	1	1	1	57.0	Dvir-Uvir
TE_00325	1	0	0	0	0	1	0	0	0	0	0	0	0	0	74.0	G5A
TE_00326	1	1	0	1	1	1	1	1	1	1	1	1	1	1	50.0	gypsy4
TE_00327	1	1	1	0	1	0	1	1	1	1	1	1	0	1	77.72727272727273	INE-1
TE_00328	1	1	1	0	1	0	1	1	1	1	1	1	0	1	324.8181818181818	Tc1-2
TE_00329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100000	Stalker4
TE_00330	1	1	1	1	0	1	1	1	1	1	1	1	1	1	198.15384615384616	baggins
TE_00331	1	1	1	1	1	1	1	1	1	1	1	1	0	1	163.0	INE-1
TE_00332	1	1	1	1	1	1	1	0	1	0	1	1	1	1	131.83333333333334	baggins
TE_00333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4641.0	F-element
TE_00334	1	0	0	0	1	0	0	0	1	0	0	0	0	0	137.66666666666666	Max-element
TE_00335	1	1	0	1	1	1	1	1	0	1	1	1	1	1	49.0	HeT-A
TE_00336	1	0	0	0	0	0	0	0	0	1	0	0	0	0	130.0	UnknownFamily
TE_00337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4891.0	Rt1b
TE_00338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	338.0	Rt1b
TE_00339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0	roo
TE_00340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0	17-6
TE_00341	1	1	1	1	1	1	1	1	1	0	1	1	0	1	41.0	Dvir-TART
TE_00342	1	0	0	0	0	0	1	1	0	1	1	0	0	1	44.0	UnknownFamily
TE_00343	1	0	0	0	1	0	0	1	0	0	1	1	0	1	80.66666666666667	opus
TE_00344	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2288.0	H
TE_00345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	547.0	H
TE_00346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	1360
TE_00347	1	0	0	0	0	1	0	1	1	1	0	0	0	1	85.0	UnknownFamily
TE_00348	1	0	0	0	0	1	0	1	0	0	0	0	0	1	112.0	GATE
TE_00349	1	1	1	1	0	1	1	1	1	1	0	1	1	1	60.0	412
TE_00350	1	1	1	0	0	1	0	0	0	0	0	0	0	0	55.0	Dana-Tom
TE_00351	1	1	1	1	1	1	1	1	1	1	1	1	1	0	50.61538461538461	HB
TE_00352	1	0	0	1	0	0	0	0	1	1	0	0	1	0	82.0	GATE
TE_00353	1	0	0	0	0	1	0	1	0	0	1	0	1	0	126.6	transib4
TE_00354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0	Dbuz-Kepler
TE_00355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	63.0	UnknownFamily
TE_00356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.0	TAHRE
TE_00357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.0	UnknownFamily
TE_00358	1	1	0	1	1	1	1	1	1	1	1	1	1	1	48.0	Dvir-TART
TE_00359	1	1	1	1	1	1	0	0	1	0	1	0	0	0	42.0	INE-1
TE_00360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	94.0	F-element
TE_00361	1	0	0	1	1	1	0	1	0	1	1	0	1	1	85.66666666666667	S2
TE_00362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	316.0	UnknownFamily
TE_00363	1	1	1	0	1	1	1	1	1	1	1	1	1	1	277.61538461538464	INE-1
TE_00364	1	1	1	1	1	1	1	0	1	1	1	1	0	1	268.25	INE-1
TE_00365	1	1	1	1	0	0	1	0	1	0	1	1	1	1	138.0	Dvir-TART
TE_00366	1	1	1	0	1	1	1	0	1	1	1	1	0	1	71.0	HeT-A
TE_00367	1	0	0	0	1	1	0	0	1	0	1	0	0	0	321.0	INE-1
TE_00368	1	0	0	0	1	1	0	0	1	0	1	0	0	0	135.0	UnknownFamily
TE_00369	1	0	0	1	1	1	1	1	1	1	1	1	1	1	64.5	HeT-A
TE_00370	1	1	1	1	1	1	0	0	0	1	1	0	0	0	78.125	baggins
TE_00371	1	1	1	1	0	1	1	1	1	1	0	1	1	1	59.0	G5
TE_00372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5223.0	UnknownFamily
TE_00373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	210.0	INE-1
TE_00374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43.0	Doc
TE_00375	1	0	0	0	0	1	0	1	0	1	0	0	1	1	191.0	Porto1
TE_00376	1	0	0	0	0	1	0	0	0	0	0	1	0	0	115.0	accord2
TE_00377	1	0	1	0	0	0	1	0	0	1	1	1	1	1	62.0	roo
TE_00378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2786.0	R1A1-element
TE_00379	1	0	0	0	0	0	0	0	0	0	0	0	0	0	554.0	gypsy11
TE_00380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	268.0	412
TE_00381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4829.0	412
TE_00382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1746.0	412
TE_00383	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5255.0	invader1
TE_00384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91.0	transib3
TE_00385	1	1	0	1	1	0	1	1	1	1	1	1	0	1	29.0	INE-1
TE_00386	1	0	0	0	0	0	0	1	1	0	0	0	1	1	42.0	TART-A
TE_00387	1	1	0	0	0	0	1	0	0	1	0	0	0	0	54.0	rooA
TE_00388	1	0	0	0	0	0	0	0	1	0	0	0	0	1	86.0	Dvir-TART
TE_00389	1	1	1	1	1	0	0	1	1	1	1	1	1	1	92.0	HB
TE_00390	1	0	1	1	1	1	1	1	1	1	1	1	1	1	90.38461538461539	INE-1
TE_00391	1	0	0	1	1	1	1	1	0	1	0	0	1	1	209.66666666666666	Dvir-TART
TE_00392	1	0	1	0	0	0	0	0	1	1	1	1	1	0	93.0	Circe
TE_00393	1	0	1	1	1	1	1	1	1	1	1	1	1	1	208.69230769230768	INE-1
TE_00394	1	1	0	1	0	1	1	0	0	1	1	0	0	0	98.71428571428571	HeT-A
TE_00395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49.0	blood
TE_00396	1	1	1	1	0	1	1	1	1	1	0	1	1	0	51.0	Cr1a
TE_00397	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7184.0	blood
TE_00398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	218.0	blood
TE_00399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0	Stalker
TE_00400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	995.0	roo
TE_00401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0	roo
TE_00402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55.0	roo
TE_00403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7105.0	roo
TE_00404	1	0	0	0	0	0	0	0	0	0	0	0	0	0	689.0	Stalker2
TE_00405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.0	1360
TE_00406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.0	TAHRE
TE_00407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.85714285714286	G4
TE_00408	1	1	0	1	1	1	1	1	1	1	1	1	1	1	93.0	INE-1
TE_00409	1	1	0	1	1	1	1	1	1	1	1	1	1	1	36.0	R1-2
TE_00410	1	0	0	0	0	0	0	0	0	0	0	0	0	1	69.0	HMS-Beagle
TE_00411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	746.0	hopper
TE_00412	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1516.75	hopper
TE_00413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.0	gypsy2
TE_00414	1	1	0	0	0	0	0	0	1	1	1	0	1	0	110.16666666666667	Circe
TE_00415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.857142857142858	Circe
TE_00416	1	0	0	0	1	1	0	1	1	0	1	1	1	1	43.0	INE-1
TE_00417	1	1	0	1	1	1	1	1	1	1	1	1	1	1	72.0	gypsy4
TE_00418	1	0	0	1	0	1	0	0	1	1	1	1	1	1	120.0	Dbuz-Kepler
TE_00419	1	1	0	1	0	1	1	1	1	1	0	1	1	1	43.0	INE-1
TE_00420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	198.0	GATE
TE_00421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.42857142857143	S-element
TE_00422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.78571428571429	INE-1
TE_00423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.0	gypsy10
TE_00424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.64285714285714	INE-1
TE_00425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.07142857142857	UnknownFamily
TE_00426	1	1	1	1	0	1	0	0	0	1	1	1	1	0	77.0	baggins
TE_00427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.0	HB
TE_00428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	65.0	INE-1
TE_00429	1	1	0	1	1	1	1	1	1	1	1	1	1	1	37.0	Dbif-P-element-M
TE_00430	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2270.0	Doc
TE_00431	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1737.75	Bari1
TE_00432	1	0	0	0	0	0	0	0	0	0	0	0	1	0	63.0	opus
TE_00433	1	1	0	0	0	0	1	1	0	1	1	1	0	1	156.0	Dbuz-Kepler
TE_00434	1	1	0	1	1	1	1	1	1	1	1	1	1	1	50.0	INE-1
TE_00435	1	1	0	1	1	1	0	1	1	1	1	1	1	1	76.0	TAHRE
TE_00436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	168.35714285714286	INE-1
TE_00437	1	0	1	1	0	1	1	1	0	1	0	1	1	1	67.6	UnknownFamily
TE_00438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	209.0	412
TE_00439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1520.0	412
TE_00440	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4149.0	412
TE_00441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	963.0	412
TE_00442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	223.0	412
TE_00443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	368.0	412
TE_00444	1	1	1	1	0	0	1	1	1	1	0	0	0	1	249.55555555555554	Dvir-TART
TE_00445	1	1	1	1	0	0	1	1	1	1	1	1	0	1	51.63636363636363	Doc3
TE_00446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	UnknownFamily
TE_00447	1	0	1	0	0	0	0	0	0	0	0	0	0	0	32.0	TART-A
TE_00448	1	1	1	0	0	0	0	0	1	1	0	0	0	0	58.2	GATE
TE_00449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	183.11111111111111	Max-element
TE_00450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0	Dvir-TART
TE_00451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5290.0	HMS-Beagle2
TE_00452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1575.0	UnknownFamily
TE_00453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80.0	TAHRE
TE_00454	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5023.0	opus
TE_00455	1	0	1	1	1	0	1	1	1	1	1	1	0	1	38.09090909090909	mariner2
TE_00456	1	0	0	1	1	1	1	1	1	1	0	1	1	1	92.0	UnknownFamily
TE_00457	1	1	1	1	1	1	1	1	1	1	1	1	0	1	86.92307692307692	HeT-A
TE_00458	1	1	0	1	1	1	1	1	1	1	1	1	1	1	56.07692307692308	HMS-Beagle
TE_00459	1	1	0	1	1	1	1	1	1	1	1	0	1	1	252.08333333333334	Dvir-TART
TE_00460	1	0	0	1	0	1	1	1	1	1	0	1	1	1	115.0	mdg1
TE_00461	1	0	0	1	0	1	1	1	1	0	1	0	1	0	73.125	INE-1
TE_00462	1	1	1	0	0	0	1	1	1	1	1	1	0	1	47.1	INE-1
TE_00463	1	1	1	1	0	1	1	0	1	1	1	1	1	1	44.0	Dvir-TART
TE_00464	1	1	0	0	1	1	0	1	1	1	1	1	1	1	72.0	Tc1
TE_00465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0	GATE
TE_00466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.0	INE-1
TE_00467	1	0	1	1	1	0	1	1	1	1	1	0	1	1	68.0	rooA
TE_00468	1	0	0	0	1	0	1	1	0	1	1	0	1	1	66.0	Doc3
TE_00469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.0	UnknownFamily
TE_00470	1	0	1	1	1	1	1	1	1	1	1	1	1	1	39.0	Doc3
TE_00471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80.0	HeT-A
TE_00472	1	1	1	1	1	1	1	1	1	0	1	1	1	1	70.76923076923077	S2
TE_00473	1	1	1	1	1	1	1	1	1	0	1	1	1	1	100.53846153846153	S2
TE_00474	1	1	1	1	1	1	1	0	1	1	1	1	1	1	62.30769230769231	S2
TE_00475	1	1	1	1	1	1	1	1	1	1	1	0	1	1	34.0	diver2
TE_00476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.42857142857143	S2
TE_00477	1	1	1	0	1	1	1	1	1	1	1	1	1	1	71.92307692307692	S2
TE_00478	1	0	0	0	0	0	0	0	0	0	0	0	0	0	105.0	TAHRE
TE_00479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.285714285714285	1360
TE_00480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69.0	Doc3
TE_00481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4446.0	blood
TE_00482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	344.0	jockey
TE_00483	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2940.0	invader2
TE_00484	1	1	1	0	1	1	1	0	0	0	1	1	1	0	193.44444444444446	UnknownFamily
TE_00485	1	1	1	1	1	1	1	0	0	0	1	1	1	1	3559.818181818182	blood
TE_00486	1	1	1	1	1	1	1	1	0	0	1	1	0	1	108.63636363636364	GATE
TE_00487	1	0	1	0	1	1	0	1	0	0	0	1	0	1	35.0	roo
TE_00488	1	1	0	1	1	0	1	1	0	0	0	1	0	0	55.142857142857146	Tirant
TE_00489	1	1	1	1	1	1	1	0	1	1	1	1	1	1	65.76923076923077	1360
TE_00490	1	1	1	1	1	1	0	1	1	0	1	1	1	1	59.833333333333336	F-element
TE_00491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.57142857142857	BS
TE_00492	1	1	0	1	1	1	1	1	1	1	1	0	1	1	198.08333333333334	INE-1
TE_00493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.57142857142857	Tc3
TE_00494	1	0	0	1	0	1	1	1	1	0	1	0	1	1	128.44444444444446	I-element
TE_00495	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5201.0	copia
TE_00496	1	0	0	0	0	0	0	0	0	0	0	0	0	1	106.0	TAHRE
TE_00497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.42857142857143	Burdock
TE_00498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.64285714285714	INE-1
TE_00499	1	1	0	1	1	1	1	1	1	1	1	1	1	1	38.0	Dvir-Het-A
TE_00500	1	1	0	1	1	1	0	0	1	1	0	1	1	1	43.0	Tc1
TE_00501	1	1	0	1	1	1	0	1	1	1	1	1	1	1	46.416666666666664	Rt1a
TE_00502	1	1	0	0	0	0	1	1	1	1	1	0	1	1	72.0	baggins
TE_00503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108.57142857142857	S2
TE_00504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	375.7142857142857	UnknownFamily
TE_00505	1	1	1	1	1	1	1	1	1	1	1	1	1	0	945.8461538461538	diver2
TE_00506	1	1	1	1	1	1	1	1	1	1	1	1	1	0	479.61538461538464	invader1
TE_00507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	120.57142857142857	diver2
TE_00508	1	1	1	1	1	1	1	1	1	1	1	1	1	0	781.3076923076923	diver2
TE_00509	1	1	1	0	1	1	0	0	1	0	1	1	0	0	561.0	invader1
TE_00510	1	1	1	1	1	1	1	1	1	1	1	1	1	0	153.53846153846155	diver2
TE_00511	1	1	1	1	0	1	1	1	0	1	1	1	1	1	63.5	BS
TE_00512	1	0	0	1	1	0	0	1	0	0	0	0	1	1	63.0	baggins
TE_00513	1	0	0	0	0	0	0	0	0	0	1	0	0	0	38.0	UnknownFamily
TE_00514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	448.0	roo
TE_00515	1	0	0	0	0	0	0	0	0	0	0	0	0	0	183.0	Juan
TE_00516	1	1	1	1	0	1	1	1	1	1	0	1	1	1	43.0	UnknownFamily
TE_00517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.5	FB
TE_00518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.11538461538461	Quasimodo
TE_00519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.53571428571429	UnknownFamily
TE_00520	1	1	0	1	1	1	1	1	1	0	0	1	1	1	63.0	Tc3
TE_00521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	94.71428571428571	baggins
TE_00522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	231.11764705882354	baggins
TE_00523	1	1	1	0	0	1	0	0	0	1	1	0	1	0	100.42857142857143	Dbuz-INE-1
TE_00524	1	1	0	0	0	1	0	0	0	0	0	0	0	0	75.33333333333333	Dbuz-INE-1
TE_00525	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	Tom1
TE_00526	1	1	1	0	0	1	0	1	0	1	0	0	0	0	117.16666666666667	INE-1
TE_00527	1	1	1	1	1	1	1	1	1	1	1	0	1	1	185.46153846153845	INE-1
TE_00528	1	0	0	0	0	0	0	0	0	0	0	0	1	0	28.0	Ivk
TE_00529	1	0	1	0	0	0	0	0	0	0	0	0	0	1	61.0	TAHRE
TE_00530	1	1	1	1	1	1	1	0	1	1	1	0	1	1	45.0	Dvir-TART
TE_00531	1	0	0	1	1	1	1	0	1	1	1	0	1	1	159.0	diver2
TE_00532	1	1	1	1	1	1	1	0	1	1	1	1	1	1	76.53846153846153	roo
TE_00533	1	0	0	1	1	1	1	1	1	0	1	1	1	1	58.0	rover
TE_00534	1	0	0	0	0	0	0	0	0	0	0	0	0	0	193.0	gypsy8
TE_00535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	167.64285714285714	Dpse-mini-me
TE_00536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.0	Dvir-TART
TE_00537	1	1	1	1	1	1	0	1	1	1	1	1	1	1	111.61538461538461	Dvir-TART
TE_00538	1	1	1	0	1	1	1	0	1	1	1	1	1	1	152.66666666666666	G5A
TE_00539	1	1	1	1	0	1	1	1	1	0	1	1	1	1	83.0	G2
TE_00540	1	0	0	0	0	0	0	1	1	0	0	0	0	0	486.6666666666667	297
TE_00541	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0	rooA
TE_00542	1	0	0	1	1	1	1	1	0	1	1	1	1	1	551.7272727272727	UnknownFamily
TE_00543	1	0	0	0	0	0	0	0	0	0	0	0	0	0	884.0	P-element
TE_00544	1	0	1	1	0	1	1	0	0	0	1	1	1	0	44.5	gypsy12
TE_00545	1	1	1	0	0	1	0	1	1	0	1	1	0	1	69.88888888888889	Dvir-TART
TE_00546	1	0	0	0	0	0	0	0	0	0	0	0	0	0	329.0	UnknownFamily
TE_00547	1	0	1	1	1	1	1	1	0	1	1	1	1	1	49.833333333333336	1360
TE_00548	1	1	1	1	0	1	1	1	0	1	1	1	1	1	76.0	INE-1
TE_00549	1	0	0	1	1	1	1	1	0	1	1	1	1	0	48.0	INE-1
TE_00550	1	0	1	1	1	0	1	0	1	1	1	1	1	1	49.72727272727273	Cr1a
TE_00551	1	1	0	1	0	1	1	1	1	1	1	0	1	1	46.0	INE-1
TE_00552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	176.5	baggins
TE_00553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.0	INE-1
TE_00554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.642857142857146	Cr1a
TE_00555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	271.2857142857143	INE-1
TE_00556	1	0	0	0	0	0	0	0	1	0	0	0	0	0	77.0	opus
TE_00557	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2815.0	F-element
TE_00558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	125.85714285714286	R1-2
TE_00559	1	0	1	1	1	1	1	1	1	1	1	1	1	0	51.25	Max-element
TE_00560	1	1	0	1	1	1	1	1	1	1	1	0	1	1	86.0	GATE
TE_00561	1	1	0	0	0	1	1	1	1	0	1	1	1	1	59.0	Dvir-TART
TE_00562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.142857142857146	roo
TE_00563	1	0	0	0	0	0	0	0	0	0	0	0	0	0	85.0	UnknownFamily
TE_00564	1	0	0	1	0	0	0	1	0	0	0	0	0	0	39.0	Dvir-Penelope
TE_00565	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0	INE-1
TE_00566	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4674.0	Doc
TE_00567	1	0	0	0	1	1	1	1	0	0	1	1	1	1	92.0	HMS-Beagle2
TE_00568	1	1	1	1	1	1	0	1	1	1	1	1	1	0	46.0	UnknownFamily
TE_00569	1	0	1	0	1	0	1	0	0	1	0	0	1	1	117.28571428571429	GATE
TE_00570	1	0	0	1	0	1	1	0	1	1	0	1	0	1	102.25	INE-1
TE_00571	1	0	0	1	0	0	0	0	0	0	0	0	0	0	123.0	INE-1
TE_00572	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4347.333333333333	springer
TE_00573	1	1	0	0	0	1	1	1	1	1	0	1	0	0	107.0	roo
TE_00574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.14285714285714	roo
TE_00575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	107.92857142857143	Cr1a
TE_00576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151.71428571428572	UnknownFamily
TE_00577	1	0	0	0	0	1	0	0	0	1	0	0	0	0	283.0	Ivk
TE_00578	1	1	1	0	1	0	1	0	0	1	1	1	0	0	59.125	Quasimodo
TE_00579	1	1	1	1	1	1	1	0	1	1	1	1	1	1	707.5384615384615	GATE
TE_00580	1	1	1	1	1	1	1	1	1	1	1	1	0	1	59.0	Stalker2
TE_00581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	62.0	Cr1a
TE_00582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.21428571428571	springer
TE_00583	1	1	1	1	1	0	1	1	1	1	1	1	1	1	194.15384615384616	INE-1
TE_00584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5643.0	HMS-Beagle
TE_00585	1	0	0	0	0	0	0	0	0	0	0	0	0	0	67.0	INE-1
TE_00586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1147.0	UnknownFamily
TE_00587	1	0	1	1	1	1	1	1	1	1	1	1	0	0	144.63636363636363	INE-1
TE_00588	1	0	0	1	0	0	0	0	1	0	0	0	0	0	49.0	micropia
TE_00589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	213.21428571428572	Quasimodo
TE_00590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	188.0	17-6
TE_00591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.42857142857143	17-6
TE_00592	1	1	1	1	1	1	0	1	1	1	1	1	1	1	80.0	HB
TE_00593	1	1	1	1	1	1	0	1	1	1	1	1	1	1	328.38461538461536	INE-1
TE_00594	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	INE-1
TE_00595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	939.0	mariner2
TE_00596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	509.0	mariner2
TE_00597	1	0	1	0	1	1	1	1	0	1	1	1	1	1	80.0	gypsy3
TE_00598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	248.07142857142858	Stalker2
TE_00599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1136.2142857142858	17-6
TE_00600	1	1	1	0	1	1	1	1	1	1	1	1	1	1	138.0	UnknownFamily
TE_00601	1	0	1	1	0	0	1	1	1	1	0	0	0	1	55.0	Rt1a
TE_00602	1	0	0	0	0	0	0	0	0	0	0	1	0	0	59.5	gypsy2
TE_00603	1	1	0	0	0	1	0	0	0	1	0	0	0	0	52.0	TAHRE
TE_00604	1	0	0	0	0	0	1	0	0	0	1	1	1	1	129.0	Tc1
TE_00605	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0	gypsy7
TE_00606	1	1	1	1	0	1	1	1	1	1	0	1	1	1	37.0	INE-1
TE_00607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	447.0	297
TE_00608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	789.4285714285714	Tc1-2
TE_00609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	368.42857142857144	Tc1-2
TE_00610	1	1	0	0	0	0	1	1	1	0	1	0	0	1	110.0	roo
TE_00611	1	1	1	1	1	1	1	1	0	1	1	0	0	0	66.0	Doc3
TE_00612	1	0	0	1	1	1	1	1	1	0	1	1	1	0	42.0	Circe
TE_00613	1	0	0	1	1	1	1	1	1	1	1	1	1	0	67.45454545454545	X-element
TE_00614	1	0	0	1	1	1	1	1	1	0	1	1	1	0	100000	Dsim-ninja
TE_00615	1	1	0	1	1	0	1	1	1	0	0	1	0	0	61.0	UnknownFamily
TE_00616	1	0	0	1	0	0	1	0	1	0	0	1	0	0	72.0	GATE
TE_00617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	145.07142857142858	gypsy4
TE_00618	1	1	1	1	1	1	0	1	0	1	1	0	1	1	53.0	R1-2
TE_00619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.0	springer
TE_00620	1	1	0	1	1	1	1	1	1	1	1	1	1	1	70.0	invader2
TE_00621	1	1	0	0	0	0	0	0	0	0	0	0	0	0	96.0	baggins
TE_00622	1	0	0	0	0	0	0	0	0	0	0	0	0	0	142.0	Dsim-ninja
TE_00623	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120.0	GATE
TE_00624	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49.0	F-element
TE_00625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1047.0	H
TE_00626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1857.0	H
TE_00627	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1643.0	roo
